Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,Firefox 61.0,,2018-09-20 14:17:14,2018-09-20 14:17:37,"22,646s",INCOMPLETE
,,,,,,
Test Cases/TestCase1,Firefox 61.0,Common Condition and Control statements with Katalon Studio,2018-09-20 14:17:15,2018-09-20 14:17:37,"22,397s",FAILED
callTestCase,Firefox 61.0,,2018-09-20 14:17:15,2018-09-20 14:17:24,"8,551s",PASSED
callTestCase,Firefox 61.0,,2018-09-20 14:17:24,2018-09-20 14:17:35,"11,441s",FAILED
